squirrel_id,sex,year,observer,cohort,grid,trialnumber,trialdate,taglft,tagrt,colours,walk,jump,hole,hang,chew,groom,still,oft_duration,front,back,attack,attacklatency,approachlatency,mis_duration,collar,comments,litter_id,fieldBDate,litter_size,n1_date,n1_weight,n2_date,n2_weight,dam_id,part,julian_trialdate
6317,F,2005,AKB,2005,AG,1,2005-06-27,44599,44600,NA,32.445,3,5,7.515,0,17.28,271.845,NA,0,300,0,121.57,121.57,NA,NA,NA,3199,2005-04-18,4,109,11,2005-05-19,62,7000,108,178
6367,F,2005,AKB,2005,AG,1,2005-07-17,46420,46421,NA,25.245,19,9,339.48,0,4.05,30.33,NA,6.42,0,0,300,4.93,NA,NA,NA,3191,2005-05-03,3,126,13,2005-06-02,42,6504,123,198
6416,F,2005,AKB,2005,SU,1,2005-08-15,46721,46722,NA,120.69,90,16.05,168.3,0,7.02,14.805,NA,5.7,162.48,0,300,25.13,NA,NA,NA,3341,2005-05-13,3,141,18,2005-06-19,67,6954,133,227
6419,M,2005,AKB,2005,AG,1,2005-07-14,43850,43851,NA,42.615,17,8.4,227.52,0,10.26,106.695,NA,0,300,0,227.7,227.7,NA,NA,NA,3202,2005-05-20,2,142,14,2005-06-21,48,7017,140,195
6423,M,2005,AKB,2005,KL,1,2005-08-16,46703,46704,NA,65.25,21,3,61.965,0,56.205,168.21,NA,121.08,12.9,2,82.13,5.13,NA,NA,NA,3240,2005-04-25,2,152,NA,2005-06-01,78,6359,115,228
6456,F,2005,AKB,2005,SU,1,2005-08-30,46803,46804,NA,121.5,104,12.98,130.275,0,11.16,36.81,NA,0.93,298.38,1,0.86,0.86,NA,NA,NA,3354,2005-06-04,2,158,12,2005-07-13,65,7584,155,242
6472,M,2005,AKB,2005,SU,1,2005-09-05,46805,46806,NA,143.055,110,15.08,116.775,15.795,6.03,18.9,NA,83.1,62.97,0,300,52.3,NA,NA,NA,3354,2005-06-04,2,158,15,2005-07-13,73,7584,155,248
6483,M,2005,AKB,2005,KL,1,2005-09-08,46867,46868,NA,107.055,83,31.05,37.35,48.105,18,71.145,NA,0,300,0,300,300,NA,NA,NA,3275,2005-07-04,2,190,15,2005-08-09,108,7609,185,251
6492,F,2005,AKB,2005,KL,1,2005-09-16,48209,48210,NA,120.96,91,27.98,67.41,13.545,12.96,60.3,NA,0,300,0,300,300,NA,NA,NA,3281,2005-07-20,5,205,14,2005-08-21,67,8576,201,259
6499,M,2005,AKB,2005,SU,1,2005-08-10,47532,47533,NA,191.34,89,38.03,52.74,27.855,4.86,23.4,NA,189.33,43.83,26,53.3,52.93,NA,NA,NA,3319,2005-05-12,3,152,45,2005-06-12,58,6342,132,222
6512,F,2005,AKB,2005,SU,1,2005-08-17,46809,46810,NA,113.49,75,20.03,79.605,9.585,9.27,18.63,NA,0,300,0,300,300,NA,NA,NA,3347,2005-06-06,3,160,13,2005-07-14,61,7278,157,229
6525,M,2005,AKB,2005,KL,1,2005-09-19,48213,48214,NA,167.76,62,57.08,63.315,14.175,14.085,6.975,NA,123.57,104.52,12,47,25.43,NA,NA,NA,3281,2005-07-20,5,205,15,2005-08-21,73,8576,201,262
6551,M,2005,AKB,2005,SU,1,2005-09-03,-,D6852,NA,153.54,75,27,83.88,0,12.96,37.8,NA,28.38,169.32,4,232.64,148.47,NA,NA,NA,3353,2005-06-24,4,182,19,2005-08-01,90,7553,175,246
6589,M,2005,AKB,2005,SU,1,2005-09-07,46861,46862,NA,67.905,71,16.05,189.36,0,15.615,52.2,NA,4.5,282.99,0,300,218.2,NA,NA,NA,3346,2005-07-01,3,183,10,2005-08-08,78,7172,182,250
6674,M,2005,AKB,2005,AG,1,2005-06-27,48400,44917,NA,57.825,70,5,236.34,0,14.175,39.465,NA,270.36,10.23,4,3.63,0,NA,NA,NA,3197,2005-04-08,3,115,35,2005-05-02,47,6936,98,178
6844,M,2005,AKB,2005,SU,1,2005-09-17,46881,46882,NA,126.405,94,35.03,100.035,51.84,10.845,4.68,NA,97.14,57.96,6,24.84,20.94,NA,NA,NA,3329,2005-07-10,4,193,11,2005-08-12,69,6458,191,260
6882,F,2005,AKB,2005,KL,1,2005-08-31,46833,46834,NA,80.055,20,13.95,24.39,0,16.425,113.715,NA,0.27,297.72,0,300,300,NA,NA,NA,3257,2005-06-13,3,167,13,2005-07-21,63,6507,164,243
6942,F,2005,AKB,2005,SU,1,2005-09-06,46566,46858,NA,125.46,70,15.98,83.115,1.08,12.015,73.035,NA,0,277.71,0,300,300,NA,NA,NA,3353,2005-06-24,4,182,19,2005-08-01,87,7553,175,249
7073,M,2005,AKB,2005,SU,1,2005-09-01,46717,46718,NA,201.33,88,29.03,93.33,3.96,2.97,18.54,NA,108.21,138.87,6,68.13,15.1,NA,NA,NA,3341,2005-05-13,3,141,21,2005-06-19,72,6954,133,244
7087,M,2005,AKB,2005,SU,1,2005-09-22,46753,46754,NA,62.505,45,12.08,199.17,18.09,10.125,32.31,NA,58.14,204.51,16,130.43,71.73,NA,NA,NA,3338,2005-05-20,3,142,13,2005-06-28,79,6760,140,265
7088,F,2005,AKB,2005,SU,1,2005-08-18,46757,46758,NA,188.955,75,9,70.38,0,6.12,15.03,NA,71.79,46.38,0,300,300,NA,NA,NA,3337,2005-05-21,3,159,36,2005-06-29,66,6569,141,230
7089,F,2005,AKB,2005,SU,1,2005-08-15,46811,46812,NA,57.735,59,4.1,48.915,0,6.12,270.54,NA,26.82,212.01,1,53.2,35.4,NA,NA,NA,3347,2005-06-06,3,160,13,2005-07-14,61,7278,157,227
7118,M,2005,AKB,2005,KL,1,2005-08-28,46825,46826,NA,82.98,41,22.05,50.31,2.7,24.255,201.24,NA,6,255.84,0,300,184.56,NA,NA,NA,3282,2005-06-09,4,162,11,2005-07-19,61,8727,160,240
7124,M,2005,AKB,2005,KL,1,2005-08-02,46729,48619,NA,114.12,59,45,102.645,0.315,5.85,76.77,NA,46.86,1.71,0,300,236.17,NA,NA,NA,3272,2005-05-13,4,136,15,2005-06-19,75,7451,133,214
7136,F,2005,AKB,2005,KL,1,2005-08-28,46839,46840,NA,50.58,19,2,86.625,0,4.32,264.465,NA,0,300,0,300,300,NA,NA,NA,3271,2005-06-14,4,167,12,2005-07-23,55,7148,165,240
7201,M,2005,AKB,2005,KL,1,2005-08-20,46847,46848,NA,121.815,67,30,123.525,2.385,10.89,32.985,NA,178.92,50.49,0,300,79.93,NA,NA,NA,3279,2005-06-15,6,166,10,2005-07-23,73,7833,166,232
7285,M,2005,AKB,2005,AG,1,2005-07-09,43103,43104,NA,131.355,81,18,88.83,0,18.585,48.465,NA,0,300,0,300,300,NA,NA,NA,3227,2005-04-18,4,126,35,2005-05-19,51,8620,108,190
7291,F,2005,AKB,2005,KL,1,2005-08-31,46772,46773,NA,38.43,17,19.95,14.4,0,13.77,285.435,NA,0,0,0,300,300,NA,NA,NA,3248,2005-05-24,4,183,0,2005-07-02,61,6392,144,243
7390,M,2005,AKB,2005,KL,1,2005-08-20,46849,46850,NA,109.8,114,13.05,98.01,55.98,4.86,46.71,NA,112.14,148.95,3,184.5,127.8,NA,NA,NA,3279,2005-06-15,6,166,10,2005-07-23,75,7833,166,232
7392,M,2005,AKB,2005,KL,1,2005-08-01,47000,49595,NA,99.63,97,7.1,252.225,0,3.42,25.515,NA,0,300,0,300,300,NA,NA,NA,3258,2005-05-17,4,138,12,2005-06-24,63,6529,137,213
7437,M,2005,AKB,2005,KL,1,2005-08-31,46887,46888,NA,125.325,128,20.03,74.07,0,0,61.065,NA,201.18,42.72,14,45.2,11.26,NA,NA,NA,3267,2005-07-11,4,201,23,2005-08-14,96,6956,192,243
7546,F,2005,AKB,2005,SU,1,2005-09-01,46725,46726,NA,58.95,19,18,65.475,0.585,15.615,225.99,NA,0,258.93,0,300,182.4,NA,NA,NA,3358,2005-05-16,3,137,9,2005-06-22,55,7768,136,244
7819,M,2005,AKB,2005,SU,1,2005-08-24,46799,48913,NA,183.33,87,12,79.92,3.69,13.23,7.785,NA,14.1,224.79,1,96,27.64,NA,NA,NA,3363,2005-06-04,3,159,11,2005-07-12,56,8398,155,236
7828,F,2005,AKB,2005,KL,1,2005-08-07,46707,46708,NA,124.695,58,8,123.21,5.22,19.395,38.7,NA,72.21,131.55,6,77.93,57.77,NA,NA,NA,3259,2005-04-25,4,118,13,2005-06-06,76,6538,115,219
7836,F,2005,AKB,2005,KL,1,2005-09-16,48207,48208,NA,139.23,127,27,31.59,0,16.02,15.66,NA,192.84,85.74,12,70.3,69.3,NA,NA,NA,3281,2005-07-20,5,205,13,2005-08-21,72,8576,201,259
7847,F,2005,AKB,2005,SU,1,2005-09-14,48660,48661,NA,73.89,30,33.98,38.295,0,37.8,101.295,NA,35.88,132.15,0,300,49.17,NA,NA,NA,3362,2005-07-08,5,191,12,2005-08-11,81,7926,189,257
7886,M,2005,AKB,2005,KL,1,2005-09-13,46441,46447,NA,39.42,22,5,39.645,0,40.59,237.24,NA,0,297.06,0,300,300,NA,NA,NA,3250,2005-06-20,3,174,13,2005-07-27,70,6424,171,256
8592,F,2005,AKB,2005,KL,1,2005-08-31,46774,46775,NA,100.845,36,45.98,43.83,6.66,15.66,145.62,NA,55.05,230.7,1,233.93,136.3,NA,NA,NA,3248,2005-05-24,4,183,0,2005-07-02,60,6392,144,243
8733,F,2005,AKB,2005,KL,1,2005-08-31,46889,46890,NA,67.095,38,5,309.33,0,5.31,32.535,NA,20.88,227.52,2,50.9,20.1,NA,NA,NA,3267,2005-07-11,4,201,21,2005-08-14,93,6956,192,243
8745,M,2005,AKB,2005,KL,1,2005-09-15,-,F2823,NA,44.145,34,12,21.15,2.79,9.045,240.885,NA,0,300,0,300,300,NA,NA,NA,3268,2005-07-19,2,210,24,2005-08-20,87,7092,200,258
10112,F,2005,AKB,2005,AG,1,2005-07-14,46353,62469,NA,78.39,19,37.95,8.415,1.08,23.085,167.31,NA,298.5,0,0,300,18.6,NA,NA,NA,3214,2005-04-04,3,104,21,2005-04-26,44,7501,94,195
10131,F,2005,AKB,2005,KL,1,2005-08-21,46784,46785,NA,156.51,92,41.03,90.585,1.35,0,63.405,NA,0,300,0,300,300,NA,NA,NA,3247,2005-05-31,4,152,10,2005-07-08,61,6391,151,233
10133,F,2005,AKB,2005,SU,1,2005-08-25,46788,46789,NA,58.95,28,18,42.615,0,5.985,193.41,NA,31.59,51,1,192.46,36.9,NA,NA,NA,3348,2005-05-31,3,164,28,2005-07-09,67,7307,151,237
10134,F,2005,AKB,2005,SU,1,2005-08-25,46790,48426,NA,89.685,70,9.98,93.195,89.325,12.87,40.815,NA,146.34,3.6,0,300,3.1,NA,NA,NA,3349,2005-06-02,3,156,14,2005-07-10,57,7387,153,237
10135,M,2005,AKB,2005,SU,1,2005-08-23,46801,46802,NA,114.615,111,17.03,80.235,0,5.04,106.965,NA,12.54,146.34,0,300,22.13,NA,NA,NA,3363,2005-06-04,3,159,13,2005-07-12,59,8398,155,235
10138,M,2005,AKB,2005,KL,1,2005-09-13,46835,46836,NA,54.27,17,23.03,27.27,2.61,18.225,159.885,NA,0.54,299.1,0,300,300,NA,NA,NA,3257,2005-06-13,3,167,13,2005-07-21,62,6507,164,256
10139,F,2005,AKB,2005,SU,1,2005-09-03,46859,46860,NA,59.76,31,5,24.84,0,18.09,254.115,NA,0,300,0,300,300,NA,NA,NA,3346,2005-07-01,3,183,10,2005-08-08,73,7172,182,246
10140,F,2005,AKB,2005,KL,1,2005-09-08,46865,46866,NA,119.295,53,19.95,42.975,0,8.595,104.76,NA,0,300,0,300,300,NA,NA,NA,3275,2005-07-04,2,190,15,2005-08-09,101,7609,185,251
10160,F,2005,AKB,2005,SU,1,2005-08-15,47685,47686,NA,117.855,80,18.98,97.29,2.385,9.72,35.415,NA,0,0,0,300,300,NA,NA,NA,3355,2005-05-26,3,176,0,2005-06-25,52,7643,146,227
10191,F,2005,AKB,2005,SU,1,2005-08-23,48428,46795,NA,139.86,74,12.98,107.595,0,9.63,49.725,NA,0,300,0,300,300,NA,NA,NA,3349,2005-06-02,3,156,14,2005-07-10,60,7387,153,235
11254,F,2009,RWT,2009,KL,1,2009-08-10,65166,65167,NA,220.725,33,25,17.505,4.14,14.67,2.025,NA,271.77,3.99,108,50.9,24.37,NA,NA,NA,4461,2009-05-11,4,134,15,2009-06-06,64,10181,131,222
11256,F,2009,RWT,2009,KL,1,2009-08-10,65170,65171,NA,129.105,104,15,32.175,63.63,7.155,1.125,NA,66.54,214.29,48,270,234.36,NA,NA,NA,4461,2009-05-11,4,134,15,2009-06-06,64,10181,131,222
10049,M,2012,ADK,2012,SU,1,2012-07-24,81866,81867,NA,177.65,69,1,102.51,3.31,25.63,127.07,NA,13.21,76.57,0,300,229.43,NA,NA,NA,5625,2012-04-22,2,147,0,2012-05-26,77.5,11577,113,206
11017,M,2012,ARM,2012,SU,1,2012-06-14,F3677,F3678,Y*/G*,8.433,16,3,47.304,0,28.125,384.488,NA,0,299.925,0,300,300,NA,N,Squirrel never sees itself to begin with. Assigned maximum value of 300 to both latencies.,5631,2012-04-16,3,110,13.7,2012-05-10,52.9,11976,107,166
11018,F,2012,ARM,2012,SU,1,2012-06-14,F3679,F3680,G*/R*,11.472,6,1,13.148,0.139,8.559,427.88,NA,292.907,0,0,298.269,9.362,NA,N,NA,5631,2012-04-16,3,110,14.8,2012-05-10,47.6,11976,107,166
11019,F,2012,ADK,2012,SU,1,2012-06-13,F3681,F3682,R*/B*,102.97,39,4,93.334,2.983,122.685,246.831,NA,61.077,237.076,0,216.492,0.166,NA,N,NA,5631,2012-04-16,3,110,13.6,2012-05-10,49.1,11976,107,165
10049,M,2012,ADK,2012,SU,2,2012-08-07,81866,81867,NA,123.44,14,0,43.63,0,24.13,210.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,5625,2012-04-22,2,147,0,2012-05-26,77.5,11577,113,220
11017,M,2012,ADK,2012,SU,2,2012-06-20,63677,63678,Y*/G*,5.7,1,0,15.22,0,31.03,393.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,5631,2012-04-16,3,110,13.7,2012-05-10,52.9,11976,107,172
11019,F,2012,ADK,2012,SU,2,2012-06-24,63681,63682,R*/B*,27.79,2,0,22.85,0,46.77,302.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,5631,2012-04-16,3,110,13.6,2012-05-10,49.1,11976,107,176
12165,M,2012,ADK,2012,SU,1,2012-07-21,67639,67640,NA,109.9,44,0,267.28,199.16,11.11,0,NA,185.12,208.65,2,203.6,44.85,NA,NA,NA,5644,2012-04-11,3,103,10,2012-05-06,54.3,12462,102,203
11031,F,2012,ADK,2012,SU,2,2012-06-24,63711,63712,W*/W*,205.19,77,1,49.21,183.55,8.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5635,2012-04-15,3,108,12.3,2012-05-10,49,12026,106,176
12165,M,2012,ADK,2012,SU,2,2012-08-07,67639,67640,NA,31.24,5,3,90,13.02,16.82,136.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,5644,2012-04-11,3,103,10,2012-05-06,54.3,12462,102,220
12188,M,2012,ARM,2012,KL,1,2012-07-24,67705,81966,Y!/O*,14.621,3,3,123.672,12.915,87.286,351.027,NA,299.966,0,0,299.432,1.034,NA,N,NA,5550,2012-05-03,4,127,14.8,2012-05-27,51.6,12513,124,206
12187,F,2012,ADK,2012,KL,2,2012-07-26,81779,81780,R*/W*,58.28,1,9,14.44,0,21.83,270.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,5529,2012-04-29,4,122,14.4,2012-05-23,35.9,11489,120,208
12187,F,2012,ADK,2012,KL,3,2012-08-08,81779,81780,R*/W*,115.38,23,2,23.62,1.8,18.93,246.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,5529,2012-04-29,4,122,14.4,2012-05-23,35.9,11489,120,221
12196,F,2012,ADK,2012,SU,2,2012-06-20,67739,67740,Y*/Y*,3.91,0,0,0,0,23.63,404.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,5635,2012-04-15,3,108,12.3,2012-05-10,0,12026,106,172
12196,F,2012,ADK,2012,SU,3,2012-06-26,67739,67740,Y*/Y*,276.27,50,1,136.78,65.43,15.91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5635,2012-04-15,3,108,12.3,2012-05-10,0,12026,106,178
12210,F,2012,ADK,2012,KL,1,2012-05-30,F7789,H1240,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.49,225.63,18,22.1,4.8,NA,NA,NA,5531,2012-04-05,3,105,26.8,2012-05-01,59.1,11619,96,151
12210,F,2012,ADK,2012,KL,2,2012-06-03,81239,81240,NA,319.3,84,3,49.79,2.13,15.72,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,5531,2012-04-05,3,105,26.8,2012-05-01,59.1,11619,96,155
12210,F,2012,ADK,2012,KL,3,2012-06-12,81239,81240,NA,197.42,60,1,104.81,27.43,22.61,4.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,5531,2012-04-05,3,105,26.8,2012-05-01,59.1,11619,96,164
12210,F,2012,ADK,2012,KL,4,2012-06-21,81239,81240,NA,89.05,2,2,3.88,1.99,85.97,108.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,5531,2012-04-05,3,105,26.8,2012-05-01,59.1,11619,96,173
12210,F,2012,ADK,2012,KL,5,2012-07-02,81239,81240,NA,59.65,0,5,0,0,25.53,217.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,5531,2012-04-05,3,105,26.8,2012-05-01,59.1,11619,96,184
12210,F,2012,ADK,2012,KL,6,2012-07-26,81239,81240,NA,77.47,18,1,42.33,0,58.15,160.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,5531,2012-04-05,3,105,26.8,2012-05-01,59.1,11619,96,208
13147,F,2012,ADK,2012,KL,1,2012-05-28,81227,81228,NA,228.85,71,3,159.56,0,18.8,0,NA,243.86,165.48,8,36.7,6.6,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,149
13147,F,2012,ADK,2012,KL,2,2012-05-31,81227,81228,NA,202.67,80,0,148.34,23.6,9.73,41.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,152
13147,F,2012,ADK,2012,KL,3,2012-06-06,81227,81228,NA,246.58,50,15,163.83,33.85,12.35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,158
13147,F,2012,ADK,2012,KL,4,2012-06-10,81227,81228,NA,165,66,0,193.67,12.1,10.63,36.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,162
13147,F,2012,ADK,2012,KL,5,2012-06-13,81227,81228,NA,232.03,86,0,124.21,1.3,28.8,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,165
13147,F,2012,ADK,2012,KL,6,2012-06-19,81227,81228,NA,152.74,11,0,0,0,40.37,130.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,171
13147,F,2012,ADK,2012,KL,7,2012-06-21,81227,81228,NA,241.06,83,0,91.02,68.78,27.11,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,173
13147,F,2012,ADK,2012,KL,8,2012-06-27,81227,81228,NA,192.71,32,1,9.15,2.69,22.3,185.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,179
13147,F,2012,ADK,2012,KL,9,2012-07-19,81227,81228,NA,62.54,0,2,0,0,85.57,82.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,201
13147,F,2012,ADK,2012,KL,10,2012-07-26,81227,81228,NA,50.03,0,0,0,0,71.79,258.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,12.5,2012-05-01,61,11537,97,208
13153,F,2012,ARM,2012,KL,1,2012-06-03,81241,81242,R*/R*,24.854,35,5,11.478,0.827,36.976,392.122,NA,0,299.785,0,298.35,1.012,NA,N,NA,5531,2012-04-05,3,105,25.4,2012-05-01,56.5,11619,96,155
13171,M,2012,ADK,2012,KL,1,2012-06-03,H1281,H1282,B*/G*,52.282,45,5,324.019,42.324,11.868,60.526,NA,35.493,258.838,0,261.065,0.6,NA,N,NA,5515,2012-04-08,2,102,16.6,2012-05-05,67.7,10318,99,155
13148,M,2012,ADK,2012,KL,2,2012-06-19,81229,81230,O*/O*,102.96,27,1,3.95,0,20.9,304.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530,2012-04-06,3,99,13.4,2012-05-01,60.5,11537,97,171
13171,M,2012,ADK,2012,KL,2,2012-06-10,81281,81282,B*/G*,150.06,37,1,131.15,71.75,36.72,38.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,5515,2012-04-08,2,102,16.6,2012-05-05,67.7,10318,99,162
13171,M,2012,ADK,2012,KL,3,2012-07-02,81281,81282,B*/G*,145.94,34,0,120.46,171.2,23.51,10.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,5515,2012-04-08,2,102,16.6,2012-05-05,67.7,10318,99,184
13171,M,2012,ADK,2012,KL,4,2012-07-04,81281,81282,B*/G*,163.38,38,3,140.64,198.5,5.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5515,2012-04-08,2,102,16.6,2012-05-05,67.7,10318,99,186
13288,F,2012,ADK,2012,KL,1,2012-06-13,81609,67989,NA,238.33,75,3,174.02,77.89,10.52,0,NA,272.84,110.64,140,54.74,9.39,NA,NA,NA,5523,2012-04-17,3,109,10,2012-05-12,46.5,11220,108,165
13287,M,2012,ADK,2012,KL,2,2012-07-01,81607,81608,G*/G,166.43,29,2,170.79,59.25,18.91,24.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5523,2012-04-17,3,109,10.7,2012-05-12,50.9,11220,108,183
13288,F,2012,ADK,2012,KL,2,2012-07-02,81609,67989,NA,170.59,22,4,58.69,139.91,20.72,23.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,5523,2012-04-17,3,109,10,2012-05-12,46.5,11220,108,184
13305,F,2012,ADK,2012,KL,2,2012-06-28,81641,81642,W*/R*,56.28,9,2,68.87,0,15.92,228.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,5553,2012-04-27,3,120,13.4,2012-05-23,58.9,12625,118,180
13305,F,2012,ADK,2012,KL,3,2012-07-24,81641,81642,W*/R*,116.51,30,2,48.27,3.45,43.67,85.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,5553,2012-04-27,3,120,13.4,2012-05-23,58.9,12625,118,206
13305,F,2012,ADK,2012,KL,4,2012-07-26,81641,81642,W*/R*,61.96,1,6,0,0,10.02,307.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,5553,2012-04-27,3,120,13.4,2012-05-23,58.9,12625,118,208
13318,M,2012,ADK,2012,SU,2,2012-06-19,81667,-,O*/Y*,12.2,1,1,240.54,0,62.86,67.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,5659,2012-04-18,2,114,19.3,2012-05-13,58.5,19267,109,171
13318,M,2012,ADK,2012,SU,3,2012-06-27,81667,-,O*/Y*,4.1,2,0,444.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5659,2012-04-18,2,114,19.3,2012-05-13,58.5,19267,109,179
13323,F,2012,ADK,2012,KL,1,2012-07-01,81678,81676,NA,295.9,96,0,133.7,14.7,11.8,0,NA,188.19,199.13,5,94.7,69.77,NA,NA,NA,5547,2012-04-28,2,123,15.8,2012-05-22,47.7,12422,119,183
13318,M,2012,ADK,2012,SU,4,2012-07-21,81667,-,O*/Y*,27.9,10,0,63.39,0,82.18,265.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5659,2012-04-18,2,114,19.3,2012-05-13,58.5,19267,109,203
13332,F,2012,ARM,2012,KL,1,2012-07-08,H1696,H1697,R*/O,198.753,76,9,24.654,97.221,9.325,90.895,NA,62.221,226.187,15,117.73,100.446,NA,N,NA,5536,2012-05-11,1,138,21.2,2012-06-04,71.2,11841,132,190
13323,F,2012,ADK,2012,KL,2,2012-07-07,81678,81676,NA,187.58,42,4,161.44,29.65,31.54,11.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,5547,2012-04-28,2,123,15.8,2012-05-22,47.7,12422,119,189
13332,F,2012,ADK,2012,KL,2,2012-07-12,81696,81697,R*/O,152.19,8,2,3.4,271.57,12.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5536,2012-05-11,1,138,21.2,2012-06-04,71.2,11841,132,194
13334,F,2012,ADK,2012,KL,2,2012-07-24,81699,-,O*/-,64.8,6,3,112.27,214.7,20.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5529,2012-04-29,4,122,13.5,2012-05-23,35.4,11489,120,206
13346,F,2012,ADK,2012,SU,1,2012-06-23,81758,81759,NA,96.11,23,0,203.8,0,26.32,6.21,NA,0,9.31,0,300,246.35,NA,NA,NA,5621,2012-04-28,3,144,0,2012-05-23,58.8,10918,119,175
13347,F,2012,ADK,2012,SU,1,2012-06-10,81760,81761,NA,118.95,18,2,243.54,5.33,17.34,0,NA,145.22,169.65,0,300,2.27,NA,NA,NA,5634,2012-04-15,1,138,0,2012-05-17,72.2,12003,106,162
13334,F,2012,ADK,2012,KL,3,2012-07-30,81699,-,O*/-,29.13,0,1,0,0,21.92,302.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,5529,2012-04-29,4,122,13.5,2012-05-23,35.4,11489,120,212
13347,F,2012,ADK,2012,SU,2,2012-06-13,81760,81761,NA,232.22,47,4,117.7,8.8,34.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5634,2012-04-15,1,138,0,2012-05-17,72.2,12003,106,165
13347,F,2012,ADK,2012,SU,3,2012-06-19,81760,81761,NA,1,1,0,449,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5634,2012-04-15,1,138,0,2012-05-17,72.2,12003,106,171
13347,F,2012,ADK,2012,SU,4,2012-06-25,81760,81761,NA,104.55,27,1,222.02,33.01,23.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5634,2012-04-15,1,138,0,2012-05-17,72.2,12003,106,177
13347,F,2012,ADK,2012,SU,5,2012-07-05,81760,81761,NA,4.29,1,0,22.93,0,16.02,403.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,5634,2012-04-15,1,138,0,2012-05-17,72.2,12003,106,187
13347,F,2012,ADK,2012,SU,6,2012-07-15,81760,81761,NA,85.71,10,2,115.49,5.36,27.08,123.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,5634,2012-04-15,1,138,0,2012-05-17,72.2,12003,106,197
13348,F,2012,ADK,2012,KL,3,2012-06-21,81762,81763,G*/R*,190.91,79,1,199.98,30.23,13.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5540,2012-04-20,4,112,10.6,2012-05-16,51.2,11897,111,173
13351,M,2012,ADK,2012,KL,1,2012-07-30,81768,81769,NA,91.45,15,6,345.13,3.7,6.91,0,NA,197.78,175.07,2,16.22,10.81,NA,NA,NA,5540,2012-04-20,4,112,12,2012-05-16,58.2,11897,111,212
13352,M,2012,ADK,2012,SU,1,2012-06-25,81770,81771,NA,107.19,11,2,192.5,122.04,14.92,5.86,NA,0,0,0,300,300,NA,NA,NA,5645,2012-04-15,3,107,10.7,2012-05-14,66.6,12477,106,177
